design, Vth, Vdd, mapped delay, routed delay, optimized delay, mapped core area, routed core area, optimized core area, mapped dynamic power, routed dynamic power, optimized dynamic power, mapped leakage power, routed leakage power, optimized leakage power
lvt_1000, lvt,1,0.91,1.24,1.21,62630.82008,88003,84616,46.7641,75.5427,73.0524,8.4554,12.1712,11.7865
lvt_1300, lvt,1,1.04,1.39,1.4,52555.02788,71351,69820,40.3659,59.1599,58.3658,6.8443,7.4591,7.2486
lvt_1400, lvt,1,1.12,1.53,1.52,44244.11873,59325,62695,31.9978,53.8418,56.0062,5.0257,6.3584,6.3323
lvt_900, lvt,1,0.91,1.3,1.18,63959.81784,84951,86005,48.6645,73.7877,74.3999,8.8927,11.8352,12.067
lvt_950, lvt,1,0.91,1.27,1.22,64244.88027,86407,86534,48.7517,74.494,74.6715,8.9315,12.0397,12.2247
lvt_1000, lvt,0.9,1.13,1.52,1.48,62630.82008,88003,84616,37.6496,60.7232,58.7373,6.1948,8.8949,8.6153
lvt_1100, lvt,0.9,1.15,1000,1.55,63580.38145, ,92961,39.0165, ,64.2301,6.4919, ,9.2417
lvt_1200, lvt,0.9,1.2,1000,1.63,55725.99453, ,76353,33.9344, ,51.6549,5.3184, ,6.3356
lvt_1300, lvt,0.9,1.3,1.72,1.72,52555.02788,71351,69820,32.5514,47.6898,47.0524,5.0281,5.4832,5.33
lvt_1400, lvt,0.9,1.4,1.88,1.87,44244.11873,59325,62695,25.811,43.3669,45.1094,3.7057,4.6668,4.6522
lvt_900, lvt,0.9,1.13,1.59,1.44,63959.81784,84951,86005,39.1198,59.2984,59.8176,6.5104,8.648,8.8164
lvt_950, lvt,0.9,1.15,1.56,1.5,64244.88027,86407,86534,39.1737,59.8663,60.014,6.5384,8.7954,8.9323
lvt_1000, lvt,0.8,1.53,2.04,1.96,62630.82008,88003,84616,29.8135,47.9581,46.4006,4.4808,6.4177,6.2171
lvt_1100, lvt,0.8,1.55,1000,2.05,63580.38145, ,92961,30.8489, ,50.7268,4.6921, ,6.6677
lvt_1200, lvt,0.8,1.62,1000,2.18,55725.99453, ,76353,26.9057, ,40.8655,3.8545, ,4.5901
lvt_1300, lvt,0.8,1.75,2.31,2.31,52555.02788,71351,69820,25.8225,37.7306,37.2294,3.6464,3.9798,3.8697
lvt_1400, lvt,0.8,1.89,2.5,2.53,44244.11873,59325,62695,20.4856,34.2924,35.6568,2.6979,3.382,3.3751
lvt_900, lvt,0.8,1.53,2.09,1.91,63959.81784,84951,86005,30.9385,46.8272,47.2504,4.7056,6.2386,6.3595
lvt_950, lvt,0.8,1.55,2.07,1.99,64244.88027,86407,86534,30.9733,47.2735,47.3958,4.7256,6.3436,6.4434
